,label,precision,recall,f1,support
0,Ankle,0.3991482771970577,0.24927466150870406,0.30689090638487876,4136
1,Calcaneus,0.37150564001961744,0.49076773566569487,0.4228890439637125,3087
2,Healthy,0.30214917825537296,0.6256544502617801,0.40750213128729756,1528
3,Hip,0.23522595596755505,0.2543859649122807,0.24443106562311864,2394
4,Knee,0.2966820987654321,0.19917119917119916,0.23833875716720906,3861
