,label,precision,recall,f1,support
0,Ankle,0.3839611178614824,0.22920696324951645,0.2870552611657835,4136
1,Calcaneus,0.3371381981247452,0.535795270489148,0.4138621293631928,3087
2,Healthy,0.3605935127674258,0.6839005235602095,0.47220967013104376,1528
3,Hip,0.2686108979278588,0.29239766081871343,0.27999999999999997,2394
4,Knee,0.44522802068641276,0.24527324527324526,0.3162992651970608,3861
