subject_id,trial_id,channel,peak_time,peak_phase_interval,emg_processing,torque_peak_definition
Sub20,T01,Kinetic: right hip flexion torque,1.11979166978125,MWF-HS,,maximum
Sub20,T01,Kinetic: right knee flexion torque,1.7541666663125,MSE-TO,,maximum
Sub20,T01,Kinetic: right ankle flexion torque,7.722395838609376,MSF-MSE,,maximum
Sub20,T01,sEMG: tensor fascia lata,6.446875004093751,MSF-MSE,rectified_envelope,
Sub20,T01,sEMG: rectus femoris,8.996875002968752,MSF-MSE,rectified_envelope,
Sub20,T01,sEMG: vastus medialis,10.168229171437504,HS-MSF,rectified_envelope,
Sub20,T01,sEMG: semimembranosus,8.158333338031252,MSE-TO,rectified_envelope,
Sub20,T01,sEMG: upper tibialis anterior,10.932812505109377,TO-MWF,rectified_envelope,
Sub20,T01,sEMG: lower tibialis anterior,2.80677083415625,MSE-TO,rectified_envelope,
Sub20,T01,sEMG: lateral gastrocnemius,11.895312503921875,MSE-TO,rectified_envelope,
Sub20,T01,sEMG: medial gastrocnemius,11.836458337968752,MSE-TO,rectified_envelope,
Sub20,T01,sEMG: soleus,10.665104171843751,MSE-TO,rectified_envelope,
Sub21,T01,Kinetic: left hip adduction torque,2.882291668906251,MSE-TO,,maximum
Sub21,T01,Kinetic: left hip flexion torque,8.924479160765625,MSE-TO,,maximum
Sub21,T01,Kinetic: left knee flexion torque,0.4333333355,MSE-TO,,maximum
Sub21,T01,Kinetic: left ankle flexion torque,8.431249993625,HS-MSF,,maximum
Sub21,T01,Kinetic: right hip adduction torque,2.815624998906251,MSE-TO,,maximum
Sub21,T01,Kinetic: right hip flexion torque,3.348958333406251,MWF-HS,,maximum
Sub21,T01,Kinetic: right knee flexion torque,6.0536458294375,MWF-HS,,maximum
Sub21,T01,Kinetic: right ankle flexion torque,8.514583328125001,MSF-MSE,,maximum
Sub21,T01,sEMG: tensor fascia lata,1.220312498578125,HS-MSF,rectified_envelope,
Sub21,T01,sEMG: rectus femoris,7.365104161796875,HS-MSF,rectified_envelope,
Sub21,T01,sEMG: vastus medialis,8.4359374945625,HS-MSF,rectified_envelope,
Sub21,T01,sEMG: semimembranosus,6.111979162187501,MWF-HS,rectified_envelope,
Sub21,T01,sEMG: upper tibialis anterior,7.502083329296875,MSF-MSE,rectified_envelope,
Sub21,T01,sEMG: lower tibialis anterior,6.884374993406251,TO-MWF,rectified_envelope,
Sub21,T01,sEMG: lateral gastrocnemius,5.015104164343751,MSE-TO,rectified_envelope,
Sub21,T01,sEMG: medial gastrocnemius,7.799479162109376,MSE-TO,rectified_envelope,
Sub21,T01,sEMG: soleus,1.29791666759375,MSF-MSE,rectified_envelope,
Sub22,T01,Kinetic: left hip adduction torque,3.561458331843751,MSE-TO,,maximum
Sub22,T01,Kinetic: left hip flexion torque,12.667708335531252,MSE-TO,,maximum
Sub22,T01,Kinetic: left knee flexion torque,6.216145835703126,MSE-TO,,maximum
Sub22,T01,Kinetic: left ankle flexion torque,9.29375000425,HS-MSF,,maximum
Sub22,T01,Kinetic: right hip adduction torque,3.478124997343751,MSE-TO,,maximum
Sub22,T01,Kinetic: right hip flexion torque,1.453125000625,MWF-HS,,maximum
Sub22,T01,Kinetic: right knee flexion torque,3.461458331843751,MSE-TO,,maximum
Sub22,T01,Kinetic: right ankle flexion torque,0.75,MSE-TO,,maximum
Sub22,T01,sEMG: tensor fascia lata,7.903645832859376,MSF-MSE,rectified_envelope,
Sub22,T01,sEMG: rectus femoris,7.741666666187501,HS-MSF,rectified_envelope,
Sub22,T01,sEMG: vastus medialis,7.798437499046876,HS-MSF,rectified_envelope,
Sub22,T01,sEMG: semimembranosus,12.033333333500002,HS-MSF,rectified_envelope,
Sub22,T01,sEMG: upper tibialis anterior,8.041666666187501,MSF-MSE,rectified_envelope,
Sub22,T01,sEMG: lower tibialis anterior,8.038020833109377,MSF-MSE,rectified_envelope,
Sub22,T01,sEMG: lateral gastrocnemius,11.173437503203129,MSE-TO,rectified_envelope,
Sub22,T01,sEMG: medial gastrocnemius,3.228124997343751,MSE-TO,rectified_envelope,
Sub22,T01,sEMG: soleus,9.4458333373125,MSF-MSE,rectified_envelope,
Sub23,T01,Kinetic: left hip adduction torque,3.659895836875001,MSE-TO,,maximum
Sub23,T01,Kinetic: left hip flexion torque,13.792708341921877,MSE-TO,,maximum
Sub23,T01,Kinetic: left knee flexion torque,3.443229171375001,MSE-TO,,maximum
Sub23,T01,Kinetic: left ankle flexion torque,8.907812505359377,HS-MSF,,maximum
Sub23,T01,Kinetic: right hip adduction torque,6.075520836218752,MSE-TO,,maximum
Sub23,T01,Kinetic: right hip flexion torque,1.432291667625,MWF-HS,,maximum
Sub23,T01,Kinetic: right knee flexion torque,11.665104172343751,MWF-HS,,maximum
Sub23,T01,Kinetic: right ankle flexion torque,4.903645837343752,MSE-TO,,maximum
Sub23,T01,sEMG: tensor fascia lata,7.468750003937501,HS-MSF,rectified_envelope,
Sub23,T01,sEMG: rectus femoris,13.218750005828127,HS-MSF,rectified_envelope,
Sub23,T01,sEMG: vastus medialis,4.171875005937501,MWF-HS,rectified_envelope,
Sub23,T01,sEMG: semimembranosus,12.432812504718754,MSE-TO,rectified_envelope,
Sub23,T01,sEMG: upper tibialis anterior,6.364583337640626,MWF-HS,rectified_envelope,
Sub23,T01,sEMG: lower tibialis anterior,10.710416672546875,MSF-MSE,rectified_envelope,
Sub23,T01,sEMG: lateral gastrocnemius,4.864062506093751,MSE-TO,rectified_envelope,
Sub23,T01,sEMG: medial gastrocnemius,4.851562504156251,MSE-TO,rectified_envelope,
Sub23,T01,sEMG: soleus,7.803125001328127,MSF-MSE,rectified_envelope,
Sub24,T01,Kinetic: left hip adduction torque,7.471875002265627,HS-MSF,,maximum
Sub24,T01,Kinetic: left hip flexion torque,8.005208337765627,MSE-TO,,maximum
Sub24,T01,Kinetic: left knee flexion torque,8.666666668234377,HS-MSF,,maximum
Sub24,T01,Kinetic: left ankle flexion torque,6.375520835437501,HS-MSF,,maximum
Sub24,T01,Kinetic: right hip adduction torque,0.621354169671875,MSE-TO,,maximum
Sub24,T01,Kinetic: right hip flexion torque,4.566145836875001,MWF-HS,,maximum
Sub24,T01,Kinetic: right knee flexion torque,2.931770835015626,MSE-TO,,maximum
Sub24,T01,Kinetic: right ankle flexion torque,9.985416669015628,MSF-MSE,,maximum
Sub24,T01,sEMG: tensor fascia lata,3.632291668109376,MSF-MSE,rectified_envelope,
Sub24,T01,sEMG: rectus femoris,6.413020836718751,HS-MSF,rectified_envelope,
Sub24,T01,sEMG: vastus medialis,11.017187504796876,HS-MSF,rectified_envelope,
Sub24,T01,sEMG: semimembranosus,7.494270835578126,HS-MSF,rectified_envelope,
Sub24,T01,sEMG: upper tibialis anterior,6.487500001546876,MSF-MSE,rectified_envelope,
Sub24,T01,sEMG: lower tibialis anterior,11.014583337609375,HS-MSF,rectified_envelope,
Sub24,T01,sEMG: lateral gastrocnemius,6.858854170593752,MSE-TO,rectified_envelope,
Sub24,T01,sEMG: medial gastrocnemius,5.055729169250001,MSE-TO,rectified_envelope,
Sub24,T01,sEMG: soleus,6.858854170593752,MSE-TO,rectified_envelope,
Sub25,T01,Kinetic: left hip adduction torque,9.846874992203126,HS-MSF,,maximum
Sub25,T01,Kinetic: left hip flexion torque,10.363541662203126,MSE-TO,,maximum
Sub25,T01,Kinetic: left knee flexion torque,9.846874992203126,HS-MSF,,maximum
Sub25,T01,Kinetic: left ankle flexion torque,5.62031249746875,HS-MSF,,maximum
Sub25,T01,Kinetic: right hip adduction torque,3.559374996046876,MSE-TO,,maximum
Sub25,T01,Kinetic: right hip flexion torque,2.042187497578126,MWF-HS,,maximum
Sub25,T01,Kinetic: right knee flexion torque,3.559374996046876,MSE-TO,,maximum
Sub25,T01,Kinetic: right ankle flexion torque,5.738541665546875,MSF-MSE,,maximum
Sub25,T01,sEMG: tensor fascia lata,2.2057291645625,MSF-MSE,rectified_envelope,
Sub25,T01,sEMG: rectus femoris,7.805208330109376,HS-MSF,rectified_envelope,
Sub25,T01,sEMG: vastus medialis,6.7541666641875,HS-MSF,rectified_envelope,
Sub25,T01,sEMG: semimembranosus,7.728124997,HS-MSF,rectified_envelope,
Sub25,T01,sEMG: upper tibialis anterior,8.84635416353125,HS-MSF,rectified_envelope,
Sub25,T01,sEMG: lower tibialis anterior,0.71510416590625,TO-MWF,rectified_envelope,
Sub25,T01,sEMG: lateral gastrocnemius,1.474479166203125,MSE-TO,rectified_envelope,
Sub25,T01,sEMG: medial gastrocnemius,1.47604166634375,MSE-TO,rectified_envelope,
Sub25,T01,sEMG: soleus,2.630729165265626,MSE-TO,rectified_envelope,
Sub26,T01,Kinetic: left hip adduction torque,4.755729160343751,TO-MWF,,maximum
Sub26,T01,Kinetic: left hip flexion torque,10.571874995750004,MSE-TO,,maximum
Sub26,T01,Kinetic: left knee flexion torque,9.955208331250002,HS-MSF,,maximum
Sub26,T01,Kinetic: left ankle flexion torque,7.342187497312501,HS-MSF,,maximum
Sub26,T01,Kinetic: right hip adduction torque,4.588020828843751,MSE-TO,,maximum
Sub26,T01,Kinetic: right hip flexion torque,2.663020827625001,MWF-HS,,maximum
Sub26,T01,Kinetic: right knee flexion torque,6.545312494843752,MWF-HS,,maximum
Sub26,T01,Kinetic: right ankle flexion torque,8.874999998953127,MSF-MSE,,maximum
Sub26,T01,sEMG: tensor fascia lata,7.422916660828127,HS-MSF,rectified_envelope,
Sub26,T01,sEMG: rectus femoris,4.147395827625001,MSF-MSE,rectified_envelope,
Sub26,T01,sEMG: vastus medialis,10.377083328718752,MSF-MSE,rectified_envelope,
Sub26,T01,sEMG: semimembranosus,6.014583326390627,MSE-TO,rectified_envelope,
Sub26,T01,sEMG: upper tibialis anterior,4.157291660234375,MSF-MSE,rectified_envelope,
Sub26,T01,sEMG: lower tibialis anterior,4.151041660671876,MSF-MSE,rectified_envelope,
Sub26,T01,sEMG: lateral gastrocnemius,11.881249994531252,MSE-TO,rectified_envelope,
Sub26,T01,sEMG: medial gastrocnemius,13.222916663390627,MSE-TO,rectified_envelope,
Sub26,T01,sEMG: soleus,10.546354162812502,MSE-TO,rectified_envelope,
Sub27,T01,Kinetic: left hip adduction torque,3.912499999828125,TO-MWF,,maximum
Sub27,T01,Kinetic: left hip flexion torque,11.758333337296875,TO-MWF,,maximum
Sub27,T01,Kinetic: left knee flexion torque,2.147395837890625,MSE-TO,,maximum
Sub27,T01,Kinetic: left ankle flexion torque,13.525000005234377,HS-MSF,,maximum
Sub27,T01,Kinetic: right hip adduction torque,2.214062502390625,MSE-TO,,maximum
Sub27,T01,Kinetic: right hip flexion torque,3.179166669828125,MSF-MSE,,maximum
Sub27,T01,Kinetic: right knee flexion torque,7.0557291655625,MWF-HS,,maximum
Sub27,T01,Kinetic: right ankle flexion torque,5.062500000390625,MSE-TO,,maximum
Sub27,T01,sEMG: tensor fascia lata,13.79218750340625,MSF-MSE,rectified_envelope,
Sub27,T01,sEMG: rectus femoris,10.92187500103125,HS-MSF,rectified_envelope,
Sub27,T01,sEMG: vastus medialis,13.646875003078126,HS-MSF,rectified_envelope,
Sub27,T01,sEMG: semimembranosus,3.833333335953125,MSE-TO,rectified_envelope,
Sub27,T01,sEMG: upper tibialis anterior,9.428125001140623,HS-MSF,rectified_envelope,
Sub27,T01,sEMG: lower tibialis anterior,8.213020832890626,MSF-MSE,rectified_envelope,
Sub27,T01,sEMG: lateral gastrocnemius,11.43229166696875,MSE-TO,rectified_envelope,
Sub27,T01,sEMG: medial gastrocnemius,3.611458333234375,MSE-TO,rectified_envelope,
Sub27,T01,sEMG: soleus,2.174479168328125,MSE-TO,rectified_envelope,
Sub28,T01,Kinetic: left hip adduction torque,6.098437503703126,MSE-TO,,maximum
Sub28,T01,Kinetic: left hip flexion torque,12.295312505109376,MSE-TO,,maximum
Sub28,T01,Kinetic: left knee flexion torque,0.699479166703125,MSE-TO,,maximum
Sub28,T01,Kinetic: left ankle flexion torque,13.128125002234375,HS-MSF,,maximum
Sub28,T01,Kinetic: right hip adduction torque,2.058854165703126,MSE-TO,,maximum
Sub28,T01,Kinetic: right hip flexion torque,4.010937502578126,MWF-HS,,maximum
Sub28,T01,Kinetic: right knee flexion torque,7.332291668171877,MWF-HS,,maximum
Sub28,T01,Kinetic: right ankle flexion torque,3.406770835078126,MSE-TO,,maximum
Sub28,T01,sEMG: tensor fascia lata,4.904166671093751,TO-MWF,rectified_envelope,
Sub28,T01,sEMG: rectus femoris,0.622916666890625,MSE-TO,rectified_envelope,
Sub28,T01,sEMG: vastus medialis,0.269270832828125,MSF-MSE,rectified_envelope,
Sub28,T01,sEMG: semimembranosus,10.198958337281251,HS-MSF,rectified_envelope,
Sub28,T01,sEMG: upper tibialis anterior,1.898437500390625,MSF-MSE,rectified_envelope,
Sub28,T01,sEMG: lower tibialis anterior,10.765104169203129,MSE-TO,rectified_envelope,
Sub28,T01,sEMG: lateral gastrocnemius,9.340625002281252,MSE-TO,rectified_envelope,
Sub28,T01,sEMG: medial gastrocnemius,9.348958337281251,MSE-TO,rectified_envelope,
Sub28,T01,sEMG: soleus,1.794270834265626,MSF-MSE,rectified_envelope,
Sub29,T01,Kinetic: left hip adduction torque,0.933333332578125,TO-MWF,,maximum
Sub29,T01,Kinetic: left hip flexion torque,8.157291664875,MSE-TO,,maximum
Sub29,T01,Kinetic: left knee flexion torque,6.035937496343751,MSE-TO,,maximum
Sub29,T01,Kinetic: left ankle flexion torque,7.5187499984375,HS-MSF,,maximum
Sub29,T01,Kinetic: right hip adduction torque,3.490624998125,MSE-TO,,maximum
Sub29,T01,Kinetic: right hip flexion torque,5.465104162921875,MWF-HS,,maximum
Sub29,T01,Kinetic: right knee flexion torque,5.320312495890626,MWF-HS,,maximum
Sub29,T01,Kinetic: right ankle flexion torque,7.653124997375,MSF-MSE,,maximum
Sub29,T01,sEMG: tensor fascia lata,8.953645830812501,HS-MSF,rectified_envelope,
Sub29,T01,sEMG: rectus femoris,4.534374996875,MSF-MSE,rectified_envelope,
Sub29,T01,sEMG: vastus medialis,9.244270828937502,MSF-MSE,rectified_envelope,
Sub29,T01,sEMG: semimembranosus,11.704687495109376,HS-MSF,rectified_envelope,
Sub29,T01,sEMG: upper tibialis anterior,7.514062499046876,HS-MSF,rectified_envelope,
Sub29,T01,sEMG: lower tibialis anterior,10.53333332675,MSF-MSE,rectified_envelope,
Sub29,T01,sEMG: lateral gastrocnemius,12.3437499961875,MSE-TO,rectified_envelope,
Sub29,T01,sEMG: medial gastrocnemius,0.659895832109375,MSE-TO,rectified_envelope,
Sub29,T01,sEMG: soleus,10.4869791608125,MSF-MSE,rectified_envelope,
Sub30,T01,Kinetic: left hip adduction torque,3.987499997859376,TO-MWF,,maximum
Sub30,T01,Kinetic: left hip flexion torque,1.632812498625,MSE-TO,,maximum
Sub30,T01,Kinetic: left knee flexion torque,4.864062499937502,MSE-TO,,maximum
Sub30,T01,Kinetic: left ankle flexion torque,9.577604172859376,HS-MSF,,maximum
Sub30,T01,Kinetic: right hip adduction torque,0.55937499878125,MSE-TO,,maximum
Sub30,T01,Kinetic: right hip flexion torque,1.09270833428125,MWF-HS,,maximum
Sub30,T01,Kinetic: right knee flexion torque,4.964062499937501,MSE-TO,,maximum
Sub30,T01,Kinetic: right ankle flexion torque,6.161458338250002,HS-MSF,,maximum
Sub30,T01,sEMG: tensor fascia lata,9.218229170984376,MWF-HS,rectified_envelope,
Sub30,T01,sEMG: rectus femoris,8.505208336593752,MSF-MSE,rectified_envelope,
Sub30,T01,sEMG: vastus medialis,0.67708333115625,TO-MWF,rectified_envelope,
Sub30,T01,sEMG: semimembranosus,7.110937504812502,MWF-HS,rectified_envelope,
Sub30,T01,sEMG: upper tibialis anterior,3.447395830500001,MSF-MSE,rectified_envelope,
Sub30,T01,sEMG: lower tibialis anterior,9.608333336375,HS-MSF,rectified_envelope,
Sub30,T01,sEMG: lateral gastrocnemius,7.782291669421877,MSE-TO,rectified_envelope,
Sub30,T01,sEMG: medial gastrocnemius,8.914062504890627,MSE-TO,rectified_envelope,
Sub30,T01,sEMG: soleus,6.540104168578127,MSE-TO,rectified_envelope,
Sub31,T01,Kinetic: left hip adduction torque,3.234375003078125,TO-MWF,,maximum
Sub31,T01,Kinetic: left hip flexion torque,8.616145834312501,MSE-TO,,maximum
Sub31,T01,Kinetic: left knee flexion torque,9.24322916990625,HS-MSF,,maximum
Sub31,T01,Kinetic: left ankle flexion torque,8.03333333225,HS-MSF,,maximum
Sub31,T01,Kinetic: right hip adduction torque,5.524479162265625,MSE-TO,,maximum
Sub31,T01,Kinetic: right hip flexion torque,1.207291666296875,MWF-HS,,maximum
Sub31,T01,Kinetic: right knee flexion torque,1.831250002453125,MSE-TO,,maximum
Sub31,T01,Kinetic: right ankle flexion torque,8.216666667750001,MSF-MSE,,maximum
Sub31,T01,sEMG: tensor fascia lata,7.753124998375001,MWF-HS,rectified_envelope,
Sub31,T01,sEMG: rectus femoris,2.680729169015625,MSF-MSE,rectified_envelope,
Sub31,T01,sEMG: vastus medialis,8.1630208336875,MSF-MSE,rectified_envelope,
Sub31,T01,sEMG: semimembranosus,10.510416668359376,HS-MSF,rectified_envelope,
Sub31,T01,sEMG: upper tibialis anterior,5.115624996218751,MSF-MSE,rectified_envelope,
Sub31,T01,sEMG: lower tibialis anterior,1.457291666296875,MSF-MSE,rectified_envelope,
Sub31,T01,sEMG: lateral gastrocnemius,7.370833333218751,MSE-TO,rectified_envelope,
Sub31,T01,sEMG: medial gastrocnemius,12.293229171109378,MSE-TO,rectified_envelope,
Sub31,T01,sEMG: soleus,1.748958333546875,MSE-TO,rectified_envelope,
Sub32,T01,Kinetic: left hip adduction torque,1.7166666675625,TO-MWF,,maximum
Sub32,T01,Kinetic: left hip flexion torque,7.797916670234375,MSE-TO,,maximum
Sub32,T01,Kinetic: left knee flexion torque,8.357291671125001,HS-MSF,,maximum
Sub32,T01,Kinetic: left ankle flexion torque,6.081770835390626,HS-MSF,,maximum
Sub32,T01,Kinetic: right hip adduction torque,0.5666666655,MSE-TO,,maximum
Sub32,T01,Kinetic: right hip flexion torque,4.270312503859375,MWF-HS,,maximum
Sub32,T01,Kinetic: right knee flexion torque,5.365625004187501,MWF-HS,,maximum
Sub32,T01,Kinetic: right ankle flexion torque,7.414583335734376,MSF-MSE,,maximum
Sub32,T01,sEMG: tensor fascia lata,2.602604170671875,MSF-MSE,rectified_envelope,
Sub32,T01,sEMG: rectus femoris,8.593750003859377,MSF-MSE,rectified_envelope,
Sub32,T01,sEMG: vastus medialis,10.682291671328128,HS-MSF,rectified_envelope,
Sub32,T01,sEMG: semimembranosus,8.365625006125,HS-MSF,rectified_envelope,
Sub32,T01,sEMG: upper tibialis anterior,6.143750001218751,HS-MSF,rectified_envelope,
Sub32,T01,sEMG: lower tibialis anterior,8.071875006171876,MWF-HS,rectified_envelope,
Sub32,T01,sEMG: lateral gastrocnemius,8.862500005500001,MSE-TO,rectified_envelope,
Sub32,T01,sEMG: medial gastrocnemius,9.87656250225,MSF-MSE,rectified_envelope,
Sub32,T01,sEMG: soleus,8.882291671484376,MSE-TO,rectified_envelope,
Sub33,T01,Kinetic: left hip adduction torque,4.168750003250001,TO-MWF,,maximum
Sub33,T01,Kinetic: left hip flexion torque,2.780729168921876,MSE-TO,,maximum
Sub33,T01,Kinetic: left knee flexion torque,7.478645835421877,HS-MSF,,maximum
Sub33,T01,Kinetic: left ankle flexion torque,6.235416668218751,HS-MSF,,maximum
Sub33,T01,Kinetic: right hip adduction torque,5.018229170078127,MSE-TO,,maximum
Sub33,T01,Kinetic: right hip flexion torque,3.321354169578126,MWF-HS,,maximum
Sub33,T01,Kinetic: right knee flexion torque,3.916666670187501,MSE-TO,,maximum
Sub33,T01,Kinetic: right ankle flexion torque,8.843229167171877,MSF-MSE,,maximum
Sub33,T01,sEMG: tensor fascia lata,3.445312501140626,MSF-MSE,rectified_envelope,
Sub33,T01,sEMG: rectus femoris,0.120833334828125,HS-MSF,rectified_envelope,
Sub33,T01,sEMG: vastus medialis,4.154166669578126,TO-MWF,rectified_envelope,
Sub33,T01,sEMG: semimembranosus,0.171354168265625,MSF-MSE,rectified_envelope,
Sub33,T01,sEMG: upper tibialis anterior,9.973958337328128,HS-MSF,rectified_envelope,
Sub33,T01,sEMG: lower tibialis anterior,0.748437500109375,TO-MWF,rectified_envelope,
Sub33,T01,sEMG: lateral gastrocnemius,0.134375001625,HS-MSF,rectified_envelope,
Sub33,T01,sEMG: medial gastrocnemius,0.425000002328125,MSE-TO,rectified_envelope,
Sub33,T01,sEMG: soleus,1.675520835515625,MSE-TO,rectified_envelope,
Sub34,T01,Kinetic: left hip adduction torque,0.6359374971875,MSE-TO,,maximum
Sub34,T01,Kinetic: left hip flexion torque,10.750520835265627,MSE-TO,,maximum
Sub34,T01,Kinetic: left knee flexion torque,9.23229167025,HS-MSF,,maximum
Sub34,T01,Kinetic: left ankle flexion torque,6.113541671000001,HS-MSF,,maximum
Sub34,T01,Kinetic: right hip adduction torque,2.741145830296875,MSE-TO,,maximum
Sub34,T01,Kinetic: right hip flexion torque,2.13124999765625,MWF-HS,,maximum
Sub34,T01,Kinetic: right knee flexion torque,0.5692708316875,MSE-TO,,maximum
Sub34,T01,Kinetic: right ankle flexion torque,1.678124997875,MSE-TO,,maximum
Sub34,T01,sEMG: tensor fascia lata,10.345833335593753,HS-MSF,rectified_envelope,
Sub34,T01,sEMG: rectus femoris,4.586979168671876,HS-MSF,rectified_envelope,
Sub34,T01,sEMG: vastus medialis,6.904166671875002,MWF-HS,rectified_envelope,
Sub34,T01,sEMG: semimembranosus,3.2343749974375,MWF-HS,rectified_envelope,
Sub34,T01,sEMG: upper tibialis anterior,10.010416669453129,MWF-HS,rectified_envelope,
Sub34,T01,sEMG: lower tibialis anterior,1.856770833609375,MWF-HS,rectified_envelope,
Sub34,T01,sEMG: lateral gastrocnemius,9.3463541730625,HS-MSF,rectified_envelope,
Sub34,T01,sEMG: medial gastrocnemius,0.40781249984375,MSF-MSE,rectified_envelope,
Sub34,T01,sEMG: soleus,3.822916667750001,MSE-TO,rectified_envelope,
Sub35,T01,Kinetic: left hip adduction torque,0.857291668125,TO-MWF,,maximum
Sub35,T01,Kinetic: left hip flexion torque,13.560416660890628,MSE-TO,,maximum
Sub35,T01,Kinetic: left knee flexion torque,8.165624993890626,MSF-MSE,,maximum
Sub35,T01,Kinetic: left ankle flexion torque,10.414062498906253,HS-MSF,,maximum
Sub35,T01,Kinetic: right hip adduction torque,0.690624998125,MSE-TO,,maximum
Sub35,T01,Kinetic: right hip flexion torque,1.323958332625,MWF-HS,,maximum
Sub35,T01,Kinetic: right knee flexion torque,9.009895827968752,MWF-HS,,maximum
Sub35,T01,Kinetic: right ankle flexion torque,0.690624998125,MSE-TO,,maximum
Sub35,T01,sEMG: tensor fascia lata,10.568749998296877,MSF-MSE,rectified_envelope,
Sub35,T01,sEMG: rectus femoris,1.5364583310625,MSF-MSE,rectified_envelope,
Sub35,T01,sEMG: vastus medialis,9.397916662859377,MSF-MSE,rectified_envelope,
Sub35,T01,sEMG: semimembranosus,9.122916660390626,HS-MSF,rectified_envelope,
Sub35,T01,sEMG: upper tibialis anterior,10.466145831968753,HS-MSF,rectified_envelope,
Sub35,T01,sEMG: lower tibialis anterior,10.122916664421876,MWF-HS,rectified_envelope,
Sub35,T01,sEMG: lateral gastrocnemius,9.726041660171877,MSE-TO,rectified_envelope,
Sub35,T01,sEMG: medial gastrocnemius,8.17968749290625,MSF-MSE,rectified_envelope,
Sub35,T01,sEMG: soleus,13.536979161703126,MSE-TO,rectified_envelope,
Sub36,T01,Kinetic: left hip adduction torque,4.004166663390626,MWF-HS,,maximum
Sub36,T01,Kinetic: left hip flexion torque,2.112499998375001,MSE-TO,,maximum
Sub36,T01,Kinetic: left knee flexion torque,13.397916662218751,HS-MSF,,maximum
Sub36,T01,Kinetic: left ankle flexion torque,13.414583329265628,HS-MSF,,maximum
Sub36,T01,Kinetic: right hip adduction torque,3.437499998890626,MSE-TO,,maximum
Sub36,T01,Kinetic: right hip flexion torque,2.749999997703125,MWF-HS,,maximum
Sub36,T01,Kinetic: right knee flexion torque,3.437499998890626,MSE-TO,,maximum
Sub36,T01,Kinetic: right ankle flexion torque,7.848437497718752,MSF-MSE,,maximum
Sub36,T01,sEMG: tensor fascia lata,9.2343749951875,HS-MSF,rectified_envelope,
Sub36,T01,sEMG: rectus femoris,13.518229163328128,HS-MSF,rectified_envelope,
Sub36,T01,sEMG: vastus medialis,0.2015625003125,MSF-MSE,rectified_envelope,
Sub36,T01,sEMG: semimembranosus,9.234895828625003,HS-MSF,rectified_envelope,
Sub36,T01,sEMG: upper tibialis anterior,0.3598958353125,MSF-MSE,rectified_envelope,
Sub36,T01,sEMG: lower tibialis anterior,0.355208334375,MSF-MSE,rectified_envelope,
Sub36,T01,sEMG: lateral gastrocnemius,13.981770830640627,MSE-TO,rectified_envelope,
Sub36,T01,sEMG: medial gastrocnemius,12.553124994968751,MSE-TO,rectified_envelope,
Sub36,T01,sEMG: soleus,0.723958333828125,MSE-TO,rectified_envelope,
Sub37,T01,Kinetic: left hip adduction torque,3.348437498156251,MWF-HS,,maximum
Sub37,T01,Kinetic: left hip flexion torque,4.158333330796876,MSE-TO,,maximum
Sub37,T01,Kinetic: left knee flexion torque,3.54843749815625,MWF-HS,,maximum
Sub37,T01,Kinetic: left ankle flexion torque,6.459895835781252,HS-MSF,,maximum
Sub37,T01,Kinetic: right hip adduction torque,4.175000000796876,MSE-TO,,maximum
Sub37,T01,Kinetic: right hip flexion torque,5.712500002109376,MWF-HS,,maximum
Sub37,T01,Kinetic: right knee flexion torque,5.195833332109376,MSE-TO,,maximum
Sub37,T01,Kinetic: right ankle flexion torque,4.191666665296876,MSE-TO,,maximum
Sub37,T01,sEMG: tensor fascia lata,9.126041666734375,HS-MSF,rectified_envelope,
Sub37,T01,sEMG: rectus femoris,2.70677083090625,MSF-MSE,rectified_envelope,
Sub37,T01,sEMG: vastus medialis,5.428645833343752,MWF-HS,rectified_envelope,
Sub37,T01,sEMG: semimembranosus,10.417708331718751,MSF-MSE,rectified_envelope,
Sub37,T01,sEMG: upper tibialis anterior,11.624999997875,HS-MSF,rectified_envelope,
Sub37,T01,sEMG: lower tibialis anterior,7.776562500312501,HS-MSF,rectified_envelope,
Sub37,T01,sEMG: lateral gastrocnemius,2.654166664421875,HS-MSF,rectified_envelope,
Sub37,T01,sEMG: medial gastrocnemius,6.881770833656251,MSF-MSE,rectified_envelope,
Sub37,T01,sEMG: soleus,4.754166667109376,HS-MSF,rectified_envelope,
Sub38,T01,Kinetic: left hip adduction torque,3.553125000078125,MSE-TO,,maximum
Sub38,T01,Kinetic: left hip flexion torque,3.469791670078125,MSE-TO,,maximum
Sub38,T01,Kinetic: left knee flexion torque,6.583854174328126,HS-MSF,,maximum
Sub38,T01,Kinetic: left ankle flexion torque,5.493229173390625,HS-MSF,,maximum
Sub38,T01,Kinetic: right hip adduction torque,2.476562500109375,MSE-TO,,maximum
Sub38,T01,Kinetic: right hip flexion torque,1.944791668171875,MWF-HS,,maximum
Sub38,T01,Kinetic: right knee flexion torque,8.539583339109377,MWF-HS,,maximum
Sub38,T01,Kinetic: right ankle flexion torque,1.441145834109375,MSE-TO,,maximum
Sub38,T01,sEMG: tensor fascia lata,5.592708339953125,HS-MSF,rectified_envelope,
Sub38,T01,sEMG: rectus femoris,0.69895833340625,TO-MWF,rectified_envelope,
Sub38,T01,sEMG: vastus medialis,3.300000000296875,MSF-MSE,rectified_envelope,
Sub38,T01,sEMG: semimembranosus,7.661458342046876,HS-MSF,rectified_envelope,
Sub38,T01,sEMG: upper tibialis anterior,5.6489583393125,MSF-MSE,rectified_envelope,
