Type,Feature,F1_Drop
CNN Waveform,0-20% (Initial/Loading),0.34034823287541244
CNN Waveform,60-100% (Pre/Swing),0.19513469038817055
CNN Waveform,20-60% (Mid/Terminal),0.10095676097651662
RF Scalar,cop_ap_range_aff,0.005172781125227122
RF Scalar,vgrf_peak_aff,0.00030641574377732184
RF Scalar,loading_rate_asym,0.0001947594035682787
RF Scalar,walking_speed,0.0
RF Scalar,vgrf_peak_unaff,-4.936662673293846e-05
RF Scalar,push_off_index,-0.0015609872830679716
