Type,Feature,F1_Drop
CNN Waveform,60-100% (Pre/Swing),0.4308175091391567
CNN Waveform,20-60% (Mid/Terminal),0.15641769833528496
CNN Waveform,0-20% (Initial/Loading),0.09171251001333047
RF Scalar,push_off_index,0.0033105168836538024
RF Scalar,loading_rate_asym,0.0020800618846721353
RF Scalar,vgrf_peak_unaff,0.0009268320146267328
RF Scalar,cop_ap_range_aff,0.000770673337493033
RF Scalar,walking_speed,0.0
RF Scalar,vgrf_peak_aff,-0.0005444382637209699
