,label,precision,recall,f1,support
0,Ankle,0.4866666666666667,0.33534816247582205,0.3970798740337819,4136
1,Calcaneus,0.3721230372123037,0.5604146420472951,0.44725956566701136,3087
2,Healthy,0.7634278817139408,0.8278795811518325,0.7943485086342229,1528
3,Hip,0.3049061573921633,0.3868003341687552,0.3410053397164426,2394
4,Knee,0.48382509776039817,0.3524993524993525,0.40785136350014983,3861
