,label,precision,recall,f1,support
0,Ankle,0.4243621990657564,0.28554158607350094,0.3413788119670472,4136
1,Calcaneus,0.3771353482260184,0.46485260770975056,0.4164248403946605,3087
2,Healthy,0.33075370121130554,0.643324607329843,0.43688888888888894,1528
3,Hip,0.2448614834673816,0.3433583959899749,0.2858633281168492,2394
4,Knee,0.37290569650550504,0.20176120176120177,0.26184873949579834,3861
