label,feature,n,mean,std,ci95_low,ci95_high
Hip,ap_braking_impulse_asym,12748,-0.0363661028094965,0.37449940080210425,-0.042867192700830295,-0.02986501291816271
Hip,ap_propulsion_impulse_asym,12748,0.0066137353596301485,0.30471307537542935,0.001324095136341157,0.01190337558291914
Hip,push_off_index,12748,4.217847258706806,0.9288506949391284,4.201722955569087,4.233971561844525
Hip,cop_ap_range_aff,12748,0.2632942517673815,0.026524590308898647,0.26283380044073157,0.2637547030940315
Hip,cop_ml_range_aff,12748,0.03494258178881993,0.014017514750536642,0.034699245956369584,0.03518591762127028
Hip,cop_path_length_aff,12748,0.27840591709700135,0.02893340396017656,0.27790365017853763,0.2789081840154651
Hip,cop_ap_range_asym,12748,-0.004675478035119799,0.06200026939786473,-0.005751766338329724,-0.003599189731909874
Hip,cop_ml_range_asym,12748,-0.046416623076878216,0.4676062190763433,-0.05453399271071756,-0.038299253443038875
Hip,walking_speed,12748,2.0,0.0,2.0,2.0
Hip,age,12748,42.43622529024161,12.2679645307291,42.22326062320304,42.64918995728018
Hip,height,6541,176.18284665953217,8.21899526024629,175.98366344967596,176.3820298693884
Hip,weight,12748,799.6956071540634,150.94171131427484,797.0753475982293,802.3158667098975
Knee,vgrf_peak_aff,19873,1.0977943848258633,0.06824225281717107,1.096845578196572,1.0987431914551546
Knee,vgrf_peak_unaff,19873,1.0966108512016381,0.06860960793057108,1.0956569370480125,1.0975647653552638
Knee,vgrf_peak_asym,19873,0.0010918104154280048,0.08230525862175207,-5.2521311355341284e-05,0.002236142142211351
Knee,loading_rate_asym,19873,0.0011251672208245317,0.08479986251564556,-5.38482482778642e-05,0.0023041826899269273
Knee,ap_braking_impulse_asym,19873,-0.01561135121609652,0.4127929321193995,-0.021350620574170222,-0.009872081858022817
Knee,ap_propulsion_impulse_asym,19873,0.009265698104596409,0.3114204029007695,0.004935862400601426,0.013595533808591392
Knee,push_off_index,19873,4.263452571618865,0.9597318466229304,4.250108933318156,4.276796209919574
Knee,cop_ap_range_aff,19873,0.25860410544000545,0.026659990669047947,0.25823343807720006,0.25897477280281084
Knee,cop_ml_range_aff,19873,0.032933874534937145,0.013825804186001631,0.03274164737177318,0.03312610169810111
Knee,cop_path_length_aff,19873,0.27356144259796006,0.03018027791521424,0.2731418308973246,0.27398105429859554
Knee,cop_ap_range_asym,19873,-0.0044078380650232505,0.06256494619425937,-0.005277710222811021,-0.00353796590723548
Knee,cop_ml_range_asym,19873,-0.07579364937298422,0.4615701577591183,-0.0822110932217125,-0.06937620552425594
Knee,walking_speed,19873,2.0,0.0,2.0,2.0
Knee,age,19873,41.09787148392291,11.562140972281522,40.937117177749975,41.25862579009584
Knee,height,11375,175.1156923076923,9.13449776901248,174.94782541837222,175.2835591970124
Knee,weight,19873,812.3361394857345,183.61008393039037,809.7833154266486,814.8889635448204
