,label,precision,recall,f1,support
0,Ankle,0.37870967741935485,0.2838491295938104,0.32448866777224983,4136
1,Calcaneus,0.3042132825517734,0.4139941690962099,0.3507135016465423,3087
2,Healthy,0.3163841807909605,0.6596858638743456,0.4276622825625796,1528
3,Hip,0.2404263718910383,0.2543859649122807,0.2472092551248224,2394
4,Knee,0.4340382678751259,0.22325822325822325,0.2948520608859244,3861
