,label,precision,recall,f1,support
0,Ankle,0.47587131367292224,0.34332688588007737,0.39887640449438205,4136
1,Calcaneus,0.31968145620022753,0.5461613216715258,0.40330104054538934,3087
2,Healthy,0.7226027397260274,0.8285340314136126,0.7719512195121951,1528
3,Hip,0.3464696223316913,0.35254803675856305,0.3494824016563147,2394
4,Knee,0.501953125,0.3328153328153328,0.4002491823703473,3861
